,title,book_id,publication_year,ratings_count,language_code,average_rating,economics,politics,sociology,society,political-science,government,history,philosophy,theory
21685,The Last Speakers: The Quest to Save the World's Most Endangered Languages,8440917,2010.0,288,,3.78,0,0,1,0,0,0,1,0,0
21696,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,31159759,2017.0,168,,4.34,0,1,0,0,0,0,1,0,0
21701,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,13529074,2012.0,515,,4.09,1,0,0,0,0,0,0,1,0
21706,The Plantagenets: The Kings Who Made England,12254442,2012.0,206,eng,4.17,0,0,0,0,0,0,1,0,0
21717,Monster of God: The Man-Eating Predator in the Jungles of History and the Mind,745522,,140,,3.96,0,0,0,0,0,0,1,0,0
21729,"Delivering Happiness: A Path to Profits, Passion, and Purpose",9543978,2013.0,243,eng,4.0,1,0,0,0,0,0,0,0,0
21749,Lords of the Horizons: A History of the Ottoman Empire,549752,2003.0,710,en-US,3.68,0,0,0,0,0,0,1,0,0
21767,Your Erroneous Zones: Step-by-Step Advice for Escaping the Trap of Negative Thinking and Taking Control of Your Life,2136310,2001.0,116,,4.05,0,0,0,0,0,0,0,1,0
21773,High Output Management,27140043,,614,,4.37,1,0,0,0,0,0,0,0,0
21795,RuneLore,846497,1994.0,272,,4.1,0,0,0,0,0,0,1,0,0
21805,Good News About Sex & Marriage: Answers to Your Honest Questions about Catholic Teaching,401803,2004.0,621,eng,4.25,0,0,0,0,0,0,0,1,0
21809,The Dreams That Stuff Is Made Of: The Most Astounding Papers of Quantum Physics--and How They Shook the Scientific World,8534601,2011.0,116,,4.32,0,0,0,0,0,0,1,0,0
21842,Spider from Mars: My Life with Bowie,29772867,2017.0,138,,3.8,0,0,0,0,0,0,1,0,0
21857,Barbie and Ruth: The Story of the World's Most Famous Doll and the Woman Who Created Her,5329124,,446,,3.57,0,0,0,0,0,0,1,0,0
21871,How to Win Every Argument: The Use and Abuse of Logic,112731,2006.0,617,,3.55,0,1,0,0,0,0,0,1,0
21872,The End of Art,112734,2005.0,146,,3.67,0,0,0,0,0,0,0,1,1
21874,Rationalism in Politics and Other Essays,112736,2010.0,176,,4.07,0,1,0,0,0,0,0,1,0
21878,The Crusades: Iron Men and Saints,648083,,144,,3.85,0,0,0,0,0,0,1,0,0
21879,Papillon,6882,2006.0,39620,,4.23,0,0,0,0,0,0,1,0,0
21884,Lone Star Nation: How a Ragged Army of Volunteers Won the Battle for Texas Independence - And Changed America,6888,2004.0,447,,4.14,0,0,0,0,0,0,1,0,0
21885,The Many Faces of George Washington: Remaking a Presidential Icon,10408256,,103,,3.94,0,0,0,0,0,0,1,0,0
21908,"Reframing Organizations: Artistry, Choice, and Leadership",4534110,2008.0,266,,3.87,0,0,0,0,0,0,0,0,1
21920,Buried in the Sky: The Extraordinary Story of the Sherpa Climbers on K2's Deadliest Day,18892787,,541,eng,4.1,0,0,0,0,0,0,1,0,0
21966,Subwayland: Adventures in the World Beneath New York,129935,2004.0,253,eng,3.83,0,0,0,0,0,0,1,0,0
22003,Introduction to Manuscript Studies,2416242,2007.0,136,,4.43,0,0,0,0,0,0,1,0,0
22016,The Death and Life of Great American Cities,30833,2002.0,7339,,4.31,0,0,1,0,0,0,1,0,0
22102,"A Perfect Mess: The Hidden Benefits of Disorder - How Crammed Closets, Cluttered Offices, and on-the-Fly Planning Make the World a Better Place",132176,,799,,3.48,1,0,1,0,0,0,0,0,0
22122,Who Was Annie Oakley?,407845,2002.0,404,,4.15,0,0,0,0,0,0,1,0,0
22139,"Georgia O'Keeffe, 1887-1986: Flowers in the Desert",458993,2001.0,282,,4.09,0,0,0,0,0,0,1,0,0
22141,How the Mind Works,9779459,,115,en-US,3.97,0,0,1,0,0,0,0,1,0
22151,History of the Filipino People,2217845,1990.0,1868,eng,4.24,0,0,0,0,0,0,1,0,0
22160,"The Unfinished Game: Pascal, Fermat, and the Seventeenth-Century Letter that Made the World Modern",4443547,2008.0,243,,3.64,0,0,0,0,0,0,1,0,0
22176,The Photography Reader,353418,2002.0,179,,3.95,0,0,0,0,0,0,0,0,1
22228,Exorcising Hitler,10783482,,290,,3.85,0,0,0,0,0,0,1,0,0
22237,God and Philosophy,445508,2002.0,134,en-GB,4.12,0,0,0,0,0,0,1,1,0
22259,Rat Island: Predators in Paradise and the World's Greatest Wildlife Rescue,10830103,2011.0,178,,4.22,0,0,0,0,0,0,1,0,0
22274,Names for the Sea: Strangers in Iceland,15942921,2012.0,833,eng,3.7,0,0,0,0,0,0,1,0,0
22301,The Ecological Thought,7722063,2010.0,201,,3.91,0,0,0,0,0,0,0,1,1
22309,Muhammad : A Biography of the Prophet,1149572,2001.0,129,en-GB,4.12,0,0,0,0,0,0,1,1,0
22314,Our America: Life and Death on the South Side of Chicago,326823,,1400,,4.25,0,0,1,0,0,0,1,0,0
22317,Six Degrees: Our Future on a Hotter Planet,1021633,2008.0,111,,3.99,0,1,0,0,0,0,1,0,0
22320,Our Dreaming Mind,894944,1995.0,211,,3.82,0,0,0,0,0,0,1,1,0
22329,Structures: Or Why Things Don't Fall Down,245344,2003.0,886,eng,4.14,0,0,0,0,0,0,1,0,0
22362,The Man from the Train: The Solving of a Century-Old Serial Killer Mystery,32919543,2017.0,291,,3.64,0,0,0,0,0,0,1,0,0
22371,George Washington's Teeth,152499,,454,en-US,4.04,0,0,0,0,0,0,1,0,0
22374,Abigail Adams: Witness to a Revolution,152493,1998.0,363,,4.14,0,0,0,0,0,0,1,0,0
22384,The Most Dangerous Animal of All: Searching for My Father . . . and Finding the Zodiac Killer,18505833,2014.0,2143,eng,3.59,0,0,0,0,0,0,1,0,0
22395,"Tastes of Paradise: A Social History of Spices, Stimulants, and Intoxicants",141602,1993.0,428,,3.97,0,0,0,0,0,0,1,0,0
22405,Among the Believers : An Islamic Journey,54161,2003.0,1505,eng,3.86,0,1,0,0,0,0,1,0,0
22438,Don't Kiss Them Goodbye,1204240,2006.0,124,,3.7,0,0,0,0,0,0,0,1,0
22454,Keith Haring Journals,758011,1997.0,316,,4.14,0,0,0,0,0,0,1,0,0
22465,Because They Marched: The People's Campaign for Voting Rights That Changed America,20724899,2014.0,172,,4.16,0,0,0,0,0,0,1,0,0
22483,The Bush Tragedy,2336565,,434,en-US,3.76,0,1,0,0,0,0,1,0,0
22496,Clean Break: The Story of Germany's Energy Transformation and What Americans Can Learn from It,16151640,2012.0,139,en-GB,3.84,0,1,0,0,0,0,0,0,0
22499,"Good Calories, Bad Calories: Challenging the Conventional Wisdom on Diet, Weight Control, and Disease",1820055,2007.0,6155,eng,4.18,0,0,0,0,0,0,1,0,0
22502,Bellum Catilinae,323203,2006.0,134,,3.62,0,0,0,0,0,0,1,0,0
22512,The Rwanda Crisis: History of a Genocide,378814,1997.0,151,,4.19,0,0,0,0,0,0,1,0,0
22521,The Tunnels of Cu Chi,156160,1986.0,1074,,3.99,0,0,0,0,0,0,1,0,0
22539,"World War One British Poets: Brooke, Owen, Sassoon, Rosenberg and Others",33538,1997.0,390,eng,4.0,0,0,0,0,0,0,1,0,0
22550,The Age of Reform,770032,1960.0,1496,eng,3.89,0,1,0,0,0,0,1,0,0
22570,The Rise of Theodore Roosevelt,8272393,2010.0,223,en-US,4.25,0,1,0,0,0,0,1,0,0
22596,Final Salute: A Story of Unfinished Lives,2210366,,710,eng,4.37,0,1,0,0,0,0,1,0,0
22632,Villains (Horrible Histories Handbooks),3321597,2008.0,159,en-GB,4.02,0,0,0,0,0,0,1,0,0
22637,The House by the Lake: A Story of Germany,24737108,2015.0,583,eng,4.08,0,0,0,0,0,0,1,0,0
22670,A Stolen Life,19308425,,131,,3.89,0,0,0,0,0,0,1,0,0
22692,Kissinger's Shadow: The Long Reach of America's Most Controversial Statesman,23848417,2015.0,224,eng,3.96,0,1,0,0,0,0,1,0,0
22723,Essential Buddhism: A Complete Guide to Beliefs and Practices,418425,2001.0,170,,3.98,0,0,0,0,0,0,1,1,0
22737,1177 B.C.: The Year Civilization Collapsed,18730589,2014.0,1901,eng,3.62,0,0,0,0,0,0,1,0,0
22742,Observations on the Feeling of the Beautiful and Sublime,30528,2004.0,372,eng,3.72,0,0,0,0,0,0,0,1,1
22757,Barack Obama's Rules for Revolution: The Alinsky Model,18820570,,122,,4.11,0,1,0,0,0,1,0,0,0
22764,"Is Belief in God Good, Bad or Irrelevant?: A Professor and a Punk Rocker Discuss Science, Religion, Naturalism & Christianity",122215,2006.0,475,,3.74,0,1,0,0,0,0,0,0,0
22775,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,20454099,2015.0,1034,eng,4.07,0,1,0,0,0,0,1,0,0
22801,The Hacker Ethic: A Radical Approach to the Philosophy of Business,369881,2002.0,314,,3.7,1,0,0,0,0,0,0,1,0
22807,Face Paint: The Story of Makeup,24795899,2015.0,813,eng,4.26,0,0,0,0,0,0,1,0,0
22836,The Only Thing Worth Dying For: How Eleven Green Berets Forged a New Afghanistan,6308079,2010.0,2408,,4.27,0,0,0,0,0,0,1,0,0
22851,HYPERtheticals: 50 Questions for Insane Conversations,7284120,2010.0,562,,4.2,0,0,0,0,0,0,0,1,0
22854,American Isis: The Life and Art of Sylvia Plath,15793110,2013.0,360,,3.52,0,0,0,0,0,0,1,0,0
22861,The Photographer's Eye,431366,2007.0,2441,,4.14,0,0,0,0,0,0,1,0,0
22884,"Climate Confusion: How Global Warming Hysteria Leads to Bad Science, Pandering Politicians and Misguided Policies That Hurt the Poor",2169922,2008.0,159,eng,3.8,0,1,0,0,1,0,0,0,0
22898,John Paul Jones: A Sailor's Biography,2016691,1999.0,149,eng,4.08,0,0,0,0,0,0,1,0,0
22903,"Iron Kingdom: The Rise and Downfall of Prussia, 1600-1947",2790912,2007.0,177,eng,4.12,0,0,0,0,0,0,1,0,0
22920,Farthest Field: An Indian Story of the Second World War,23316519,2015.0,168,eng,3.86,0,0,0,0,0,0,1,0,0
22924,The Pawnbroker's Daughter,23316514,2015.0,116,eng,3.47,0,0,0,0,0,0,1,0,0
22939,The Story (NIV): The Bible as One Continuing Story of God and His People,11774472,2011.0,1001,eng,4.36,0,0,0,0,0,0,1,0,0
22949,Underground  Overground: A Passenger's History of the Tube,13639484,2012.0,235,en-GB,3.82,0,0,0,0,0,0,1,0,0
22961,Serious Creativity: Using The Power Of Lateral Thinking To Create New Ideas,829647,1996.0,216,,3.88,0,0,0,0,0,0,0,1,0
22967,Shaky Ground: The Strange Saga of the U.S. Mortgage Giants,26230018,,175,,3.91,1,1,0,0,0,0,0,0,0
22989,Goddesses in Everywoman,174635,,2744,en-US,4.13,0,0,0,0,0,0,1,1,0
22995,India's Biggest Cover-up,15816190,2012.0,438,eng,4.06,0,1,0,0,0,0,1,0,0
23002,"On Rumors: How Falsehoods Spread, Why We Believe Them, What Can Be Done",6571384,2009.0,123,,3.26,0,0,1,0,0,0,0,1,0
23018,The Nerdist Way: How to Reach the Next Level,10723227,,3780,,3.74,0,0,0,0,0,0,0,1,0
23028,Bosie: A Biography of Lord Alfred Douglas,679686,2000.0,137,eng,3.73,0,0,0,0,0,0,1,0,0
23066,Books That Changed The World,5597612,,127,,3.51,0,0,0,0,0,0,1,0,0
23122,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",26123544,,113,,3.94,0,0,0,0,0,0,1,0,0
23135,The Presence of the Past: Morphic Resonance and the Habits of Nature,346529,1995.0,208,,4.21,0,0,0,0,0,0,1,1,0
23199,Norms and Nobility: A Treatise on Education,548979,1999.0,149,,4.46,0,0,0,0,0,0,0,1,0
23210,"John Paul Jones: Sailor, Hero, Father of the American Navy",156459,,872,,3.93,0,0,0,0,0,0,1,0,0
23224,The Passion of Michel Foucault,107966,2000.0,224,,3.89,0,0,0,0,0,0,0,1,1
23225,The Panda's Thumb: More Reflections in Natural History,33933,1992.0,5248,eng,4.1,0,0,0,0,0,0,1,0,0
23249,9.5 Theses on Art and Class,16057126,2013.0,166,en-US,4.14,0,1,0,0,0,0,0,0,1
23254,Palestinian Walks: Forays into a Vanishing Landscape,3204677,,434,en-US,3.96,0,1,0,0,0,0,1,0,0
23269,The World Is Made of Stories,8507714,2010.0,112,,3.98,0,0,0,0,0,0,0,1,0
23278,The First Paul: Reclaiming the Radical Visionary Behind the Church’s Conservative Icon,5705398,2009.0,574,,4.0,0,0,0,0,0,0,1,0,0
23316,The Greatest Game Ever Played,714510,2005.0,1317,,4.4,0,0,0,0,0,0,1,0,0
23320,The Tell: The Little Clues That Reveal Big Truths about Who We Are,17290716,2013.0,317,eng,3.2,0,0,1,0,0,0,0,1,0
23336,"Good Boss, Bad Boss: How to Be the Best... and Learn from the Worst",7996747,2010.0,1184,,3.78,0,1,0,0,0,0,0,0,0
23341,The Broken Road: From the Iron Gates to Mount Athos,16240481,2013.0,515,eng,4.24,0,0,0,0,0,0,1,0,0
23342,Pompeii : The Life of a Roman Town,22246102,2010.0,134,,4.05,0,0,0,0,0,0,1,0,0
23347,Heroes: Mass Murder and Suicide,22246108,2015.0,200,,3.89,0,0,0,0,0,0,0,1,1
23364,The Radicalism of the American Revolution,6956,,3683,en-US,4.04,0,0,0,0,0,0,1,0,0
23365,The Unknown American Revolution: The Unruly Birth of Democracy and the Struggle to Create America,6957,,297,,3.99,0,0,0,0,0,0,1,0,0
23390,The Wilderness Family: At Home with Africa's Wildlife,830265,2001.0,522,,4.39,0,0,0,0,0,0,1,0,0
23395,Body Toxic: An Environmental Memoir,716712,,100,en-US,3.98,0,0,0,0,0,0,1,0,0
23404,The Lost Civilizations of the Stone Age,518583,2000.0,156,en-US,3.73,0,0,0,0,0,0,1,0,0
23415,Hunting Eichmann: How a Band of Survivors and a Young Spy Agency Chased Down the World's Most Notorious Nazi,4778436,,2886,,4.17,0,0,0,0,0,0,1,0,0
23421,The Climb up to Hell,24736812,,118,,3.95,0,0,0,0,0,0,1,0,0
23449,The Monster: How a Gang of Predatory Lenders and Wall Street Bankers Fleeced America--and Spawned a Global Crisis,7944522,2010.0,133,,4.06,1,1,0,0,0,0,0,0,0
23467,Keeping Up With the Germans: A History of Anglo-German Encounters,13085640,2012.0,114,eng,3.57,0,0,0,0,0,0,1,0,0
23499,Confederate Reckoning: Power and Politics in the Civil War South,7463538,2010.0,201,eng,3.85,0,0,0,0,0,0,1,0,0
23508,Why I Am So Wise,83276,2005.0,940,eng,3.72,0,0,0,0,0,0,0,1,0
23510,Nietzsche: A Very Short Introduction,83273,2001.0,437,,3.33,0,0,0,0,0,0,1,1,0
23512,Nietzsche and Philosophy,83271,2006.0,2569,en-US,4.16,0,0,0,0,0,0,0,1,1
23516,Girls to the Front: The True Story of the Riot Grrrl Revolution,7742036,2010.0,4718,eng,3.94,0,1,0,0,0,0,1,0,0
23536,The Gold Standard: Building a World-Class Team,6033770,2009.0,239,,3.98,0,0,0,0,0,0,1,0,0
23552,Turkish Awakening: A Personal Discovery of Modern Turkey,18462367,2014.0,109,eng,3.85,0,1,0,0,0,0,0,0,0
23571,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,582533,2002.0,18107,eng,4.13,0,0,0,0,0,0,0,1,0
23575,Lectures on Calvinism,876861,,1098,,4.04,0,1,0,0,0,0,0,1,0
23595,Illumined Heart,417577,2005.0,161,,4.13,0,0,0,0,0,0,1,0,0
23624,Capitol Men: The Epic Story of Reconstruction Through the Lives of the First Black Congressmen,3350514,2008.0,161,,4.06,0,0,0,0,0,0,1,0,0
23638,Nonviolent Soldier of Islam: Badshah Khan: A Man to Match His Mountains,1180751,1999.0,133,,4.18,0,0,0,0,0,0,1,0,0
23644,Hinduism: A Very Short Introduction,772514,2000.0,422,,3.27,0,0,0,0,0,0,1,1,0
23653,"Making Time: Lillian Moller Gilbreth, a Life Beyond \Cheaper by the Dozen\""""",99409,2006.0,124,,3.86,0,0,0,0,0,0,1,0,0
23675,J. Edgar Hoover: The Man and the Secrets,356069,2001.0,508,en-GB,3.75,0,1,0,0,0,0,1,0,0
23693,The Twilight War: The Secret History of America's Thirty-Year Conflict with Iran,13403082,,452,en-US,4.12,0,1,0,0,0,0,1,0,0
23696,John Carter and the Gods of Hollywood,16441066,2012.0,317,eng,3.34,0,0,0,0,0,0,1,0,0
23697,Getting More: How You Can Negotiate to Achieve Your Goals in the Real World,13155492,2012.0,144,,4.09,1,0,0,0,0,0,0,0,0
23714,The Age of Deception: Nuclear Diplomacy in Treacherous Times,10328748,2011.0,323,en-US,3.95,0,1,0,0,0,0,1,0,0
23715,Driving with Plato: The Meaning of Life's Milestones,10328741,2011.0,125,eng,3.21,0,0,0,0,0,0,0,1,0
23731,The Mis-Education of the Negro,242936,2006.0,4607,eng,4.46,0,0,0,0,0,0,1,0,0
23754,Pumpkinflowers: A Soldier's Story,29356335,,135,,4.04,0,1,0,0,0,0,1,0,0
23756,A Man on the Moon,896458,,3466,en-US,4.44,0,0,0,0,0,0,1,0,0
23758,In Pursuit of Reason: The Life of Thomas Jefferson,1398907,1988.0,220,,3.87,0,0,0,0,0,0,1,0,0
23763,Shadow and Evil in Fairy Tales,1269427,1995.0,449,eng,4.28,0,0,0,0,0,0,0,1,1
23771,The Kennedy Detail: JFK's Secret Service Agents Break Their Silence,7840848,,135,eng,4.16,0,1,0,0,0,0,1,0,0
23902,Direct Action: An Ethnography,2543048,2009.0,340,en-GB,4.11,0,1,0,0,0,0,1,0,0
23932,Rites and Symbols of Initiation,144899,1998.0,195,,4.16,0,0,0,0,0,0,1,1,0
23956,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,1902,2001.0,1557,eng,3.98,0,0,0,0,0,0,1,0,0
23957,Reading Law: The Interpretation of Legal Texts,13701511,2012.0,183,,4.15,0,1,0,0,0,0,1,0,0
23958,"Philosophy: History, Ideas, Theories, Who's Who, How to Think",3928633,,121,,4.1,0,0,0,0,0,0,0,1,0
23968,Bill O'Reilly's Legends and Lies: The Real West,24615949,2015.0,165,eng,3.81,0,0,0,0,0,0,1,0,0
23970,Fatal Risk: A Cautionary Tale of AIG's Corporate Suicide,9521740,2011.0,137,eng,3.86,1,0,0,0,0,0,0,0,0
23978,Inventing the Individual: The Origins of Western Liberalism,18740986,2014.0,158,en-GB,4.06,0,0,0,0,0,0,1,1,0
24007,Nancy Mitford: A Biography,153535,1985.0,180,,3.96,0,0,0,0,0,0,1,0,0
24008,Love from Nancy,153534,1993.0,208,,4.07,0,0,0,0,0,0,1,0,0
24013,"The Last Man Who Knew Everything: Thomas Young, the Anonymous Polymath Who Proved Newton Wrong, Explained How We See, Cured the Sick, and Deciphered the Rosetta Stone, Among Other Feats of Genius",763029,2006.0,127,,3.5,0,0,0,0,0,0,1,0,0
24064,Abandoned Ship: An intimate account of the Costa Concordia shipwreck,17371442,2013.0,123,en-GB,3.61,0,0,0,0,0,0,1,0,0
24069,"The Commitment: Love, Sex, Marriage, and My Family",391998,,183,en-US,3.95,0,1,1,0,0,0,0,0,0
24094,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",942500,2003.0,280,,4.06,0,0,0,0,0,0,0,1,1
24111,100 Million Years of Food: What Our Ancestors Ate and Why It Matters Today,25332095,2016.0,209,eng,3.53,0,0,0,0,0,0,1,0,0
24121,Invitation to Sociology: A Humanistic Perspective,174057,1963.0,514,,3.9,0,0,1,0,0,0,0,1,0
24149,Babylon: Mesopotamia And The Birth Of Civilization,8617614,2010.0,411,eng,3.89,0,0,0,0,0,0,1,0,0
24151,Body Politics: Five Practices of the Christian Community Before the Watching World,121870,2001.0,215,en-US,4.12,0,1,0,0,0,0,0,0,0
24171,The War on Cops: How the New Attack on Law and Order Makes Everyone Less Safe,27036577,2016.0,323,eng,4.01,0,1,0,0,0,0,1,0,0
24186,"Alphaville 1988: Crime, Punishment and the Battle for New York City's Lower East Side",9683163,2010.0,165,eng,3.62,0,0,0,0,0,0,1,0,0
24203,"Lectures and Conversations on Aesthetics, Psychology and Religious Belief",51505,1966.0,241,eng,3.9,0,0,0,0,0,0,0,1,0
24248,The Mess They Made: The Middle East After Iraq,385827,2007.0,127,,3.79,0,1,0,0,0,0,1,0,0
24253,Chasing the Sea: Lost Among the Ghosts of Empire in Central Asia,233072,2004.0,509,,3.85,0,1,0,0,0,0,1,0,0
24254,"The Father of All Things: A Marine, His Son, and the Legacy of Vietnam",233071,2007.0,162,,3.91,0,0,0,0,0,0,1,0,0
24276,The LEGO® Book,6621418,2009.0,715,,4.33,0,0,0,0,0,0,1,0,0
24295,Babylon's Ark: The Incredible Wartime Rescue of the Baghdad Zoo,2320493,2008.0,108,,4.21,0,1,0,0,0,0,1,0,0
24329,My Bondage and My Freedom (The Autobiographies #2),18898438,,137,eng,4.31,0,0,0,0,0,0,1,0,0
24335,Demonic: How the Liberal Mob is Endangering America,11612886,,188,,3.95,0,1,0,0,0,0,1,0,0
24339,Peak: Secrets from the New Science of Expertise,29369213,,630,,4.31,0,0,1,0,0,0,0,1,0
24475,"Women Heroes of World War I: 16 Remarkable Resisters, Soldiers, Spies, and Medics",18778115,2014.0,168,eng,4.08,0,0,0,0,0,0,1,0,0
24506,Asylums: Essays on the Social Situation of Mental Patients and Other Inmates,20739,1961.0,783,eng,4.16,0,0,1,0,0,0,0,0,1
24518,Fides et Ratio: On the Relationship Between Faith and Reason,427687,1998.0,619,eng,4.44,0,0,0,0,0,0,0,1,0
24519,Victorian People and Ideas,427688,1974.0,169,eng,3.77,0,0,0,0,0,0,1,0,0
24520,Algorithms to Live By: The Computer Science of Human Decisions,29632790,,526,eng,4.16,1,0,0,0,0,0,0,1,0
24538,On the Origins of War and the Preservation of Peace,22473,1996.0,439,eng,3.97,0,1,0,0,0,0,1,0,0
24540,Alone with Others: An Existential Approach to Buddhism,596076,1994.0,259,,3.93,0,0,0,0,0,0,0,1,0
24541,Buddhism Without Beliefs,596074,1998.0,137,eng,4.07,0,0,0,0,0,0,0,1,0
24591,"Sex with Kings: 500 Years of Adultery, Power, Rivalry, and Revenge",78393,2005.0,5275,eng,3.7,0,0,0,0,0,0,1,0,0
24643,The Jordan Rules: The Inside Story of Michael Jordan and the Chicago Bulls,15828210,2012.0,220,eng,4.23,0,0,0,0,0,0,1,0,0
24651,Renaissance: The Power of the Gospel However Dark the Times,20263164,2014.0,134,,3.92,0,1,0,0,0,0,0,0,0
24660,The Loss of the S.S. Titanic: Its Story and Its Lessons,1320563,2000.0,397,,3.94,0,0,0,0,0,0,1,0,0
24683,No Room for Error: The Covert Operations of America's Special Tactics Units from Iran To Afghanistan,862654,2002.0,127,,3.78,0,0,0,0,0,0,1,0,0
24687,Practical Reason: On the Theory of Action,212958,1998.0,156,,3.94,0,0,1,0,0,0,0,1,0
24712,Death And The Maiden,249150,1996.0,116,eng,3.95,0,1,0,0,0,0,0,0,0
24768,Band of Giants: The Amateur Soldiers Who Won America's Independence,20696044,2014.0,116,,4.12,0,0,0,0,0,0,1,0,0
24778,The Family That Couldn't Sleep: A Medical Mystery,32264,2006.0,3786,eng,3.88,0,0,0,0,0,0,1,0,0
24815,The American Future: A History,4820957,2008.0,444,,3.74,0,1,0,0,0,0,1,0,0
24821,Persian Fire: The First World Empire and the Battle for the West,103749,2006.0,4093,eng,4.16,0,0,0,0,0,0,1,0,0
24823,Viking Age Iceland,594867,2001.0,456,eng,4.07,0,0,0,0,0,0,1,0,0
24825,How to Read Wittgenstein,103745,2005.0,233,,3.98,0,0,0,0,0,0,1,1,0
24827,"The Cousins' Wars: Religion, Politics, and the Triumph of Anglo-America",111919,1999.0,199,eng,3.91,0,0,0,0,0,0,1,0,0
24830,Wealth and Democracy: A Political History of the American Rich,111917,2003.0,453,,3.92,0,1,0,0,0,0,1,0,0
24831,The Demonologist: The Extraordinary Career of Ed and Lorraine Warren,18297165,,821,en-US,3.9,0,0,0,0,0,0,1,0,0
24836,Reluctant Genius: The Passionate Life and Inventive Mind of Alexander Graham Bell,1165655,,218,,4.22,0,0,0,0,0,0,1,0,0
24848,Confessions of a Public Speaker,10023211,,113,,3.91,1,0,0,0,0,0,0,0,0
24877,"Three Cups of Deceit: How Greg Mortenson, Humanitarian Hero, Lost His Way",11151351,2011.0,5367,eng,3.75,0,1,0,0,0,0,1,0,0
24900,An Enemy Hath Done This,1547939,,218,,4.44,0,1,0,0,0,1,0,0,0
24905,The Morality of Capitalism: What Your Professors Won't Tell You,12397216,2011.0,211,en-US,3.69,1,1,0,0,0,0,0,0,0
24906,"Not a Scientist: How Politicians Mistake, Misrepresent, and Utterly Mangle Science",30231797,2017.0,252,eng,3.72,0,1,0,0,0,0,1,0,0
24907,Why?: Explaining the Holocaust,30231795,,124,,4.39,0,1,0,0,0,0,1,0,0
24931,"A Thousand Years Over a Hot Stove: A History of American Women Told through Food, Recipes, and Remembrances",401432,2004.0,207,en-US,3.75,0,0,0,0,0,0,1,0,0
24971,"Cases That Haunt Us: From Jack The Ripper To JonBenet Ramsey, The Fbi's Legendary Mindhunter Unravels The Mysteries",94422,2001.0,162,,4.0,0,0,1,0,0,0,1,0,0
24988,A Bright Shining Lie: John Paul Vann and America in Vietnam,417640,,8538,eng,4.21,0,0,0,0,0,0,1,0,0
25003,Arrebatos carnales: Las pasiones que consumieron a los protagonistas de la historia de México,7901380,2010.0,297,,3.58,0,0,0,0,0,0,1,0,0
25044,The Road to Serfdom: Text and Documents,224704,2007.0,1097,eng,4.18,1,1,0,0,0,0,0,0,0
25048,Memos from the Chairman,1069335,,167,en-US,3.8,1,0,0,0,0,0,0,0,0
25084,How to Live Safely in a Science Fictional Universe,7726420,2010.0,8544,eng,3.38,0,0,0,0,0,0,0,1,0
25087,"The Forgotten Language: An Introduction to the Understanding of Dreams, Fairy Tales, and Myths",156968,1976.0,471,eng,3.81,0,0,1,0,0,0,0,1,0
25100,Early Christian Fathers,709775,1995.0,167,eng,3.99,0,0,0,0,0,0,1,0,0
25138,"The Hobbit and Philosophy: For When You've Lost Your Dwarves, Your Wizard, and Your Way",13719319,2012.0,186,eng,3.8,0,0,0,0,0,0,0,1,0
25141,"Helmet for My Pillow: From Parris Island to the Pacific, A Marine Tells His Story",29104650,,152,,4.14,0,0,0,0,0,0,1,0,0
25173,Who Was Beatrix Potter?,23398753,2015.0,115,,4.07,0,0,0,0,0,0,1,0,0
25187,The IRA,416419,2002.0,677,,3.92,0,0,0,0,0,0,1,0,0
25188,Climbing the Mango Trees: A Memoir of a Childhood in India,34242,2006.0,1423,eng,3.68,0,0,0,0,0,0,1,0,0
25197,A New Science of Life: The Hypothesis of Morphic Resonance,369071,1995.0,163,,4.11,0,0,0,0,0,0,0,1,0
25217,The Soul of Baseball: A Road Trip Through Buck O'Neil's America,315783,,2423,en-US,4.28,0,0,0,0,0,0,1,0,0
25220,River of Darkness: Francisco Orellana's Legendary Voyage of Death and Discovery Down the Amazon,10604612,,174,eng,4.09,0,0,0,0,0,0,1,0,0
25229,A History of New York in 101 Objects,18812562,2014.0,117,,3.8,0,0,0,0,0,0,1,0,0
25266,"How Brains Think: Evolving Intelligence, Then And Now",1770870,,103,,3.55,0,0,0,0,0,0,1,1,0
25272,Monte Cassino: The Hardest Fought Battle of World War II,1339583,2005.0,179,,4.05,0,0,0,0,0,0,1,0,0
25279,The Mythic Image,787565,1981.0,366,eng,4.33,0,0,0,0,0,0,1,1,0
25280,Inside the Wardrobe of Anne Boleyn,20572357,,278,,3.5,0,0,0,0,0,0,1,0,0
25286,"The President and the Assassin: McKinley, Terror, and Empire at the Dawn of the American Century",9671755,2011.0,2855,,3.89,0,0,0,0,0,0,1,0,0
25319,Divided Soul: The Life Of Marvin Gaye,385795,2003.0,715,,4.11,0,0,0,0,0,0,1,0,0
25338,Lost Knowledge of the Ancients: A Graham Hancock Reader,8993059,2010.0,107,en-US,4.15,0,0,0,0,0,0,1,1,0
